SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
2,"10","1","Basic","","1976","Basic Building Set, 3+",,152,,2.75,,,"http://images.brickset.com/sets/images/10-1.jpg","No","No",0
707,"20","1","Basic","","1976","Basic Building Set, 3+",,217,,,,,"http://images.brickset.com/sets/images/20-1.jpg","No","No",0
1233,"30","1","Basic","","1976","Basic Building Set, 3+",,258,,,,,"http://images.brickset.com/sets/images/30-1.jpg","No","No",0
1866,"40","1","Basic","","1976","Basic Building Set, 3+",,258,,,,,"http://images.brickset.com/sets/images/40-1.jpg","No","No",0
2391,"50","1","Basic","","1976","Basic Building Set, 3+",,390,,,,,"http://images.brickset.com/sets/images/50-1.jpg","No","No",0
5260,"74","1","PreSchool","","1976","PreSchool Set",,20,,,,,"http://images.brickset.com/sets/images/74-1.jpg","No","No",0
7989,"080","3","PreSchool","","1976","Police Station",4,28,,,,,"http://images.brickset.com/sets/images/080-3.jpg","No","No",0
7990,"081","1","PreSchool","","1976","Train Station",5,53,,,,,,"No","No",0
7991,"082","1","PreSchool","","1976","LEGOVille",7,66,,,,,,"No","No",0
130,"107","1","Basic","Supplementaries","1976","Universal Motor",,137,,,,,"http://images.brickset.com/sets/images/107-1.jpg","No","No",0
7474,"108","1","Basic","","1976","Battery box",,1,,,,,"http://images.brickset.com/sets/images/108-1.jpg","No","No",0
327,"146","1","Trains","4.5/12 V","1976","Level Crossing",1,68,,,,,"http://images.brickset.com/sets/images/146-1.jpg","No","No",0
340,"147","1","Trains","4.5/12 V","1976","Refridgerated Wagon",2,115,,,,,"http://images.brickset.com/sets/images/147-1.jpg","No","No",0
7181,"149","1","Trains","4.5/12 V","1976","Fuel Refinery",3,328,,,,,"http://images.brickset.com/sets/images/149-1.jpg","No","No",0
417,"156","2","Trains","4.5/12 V","1976","Straight Track",,25,,,,,"http://images.brickset.com/sets/images/156-2.jpg","No","No",0
425,"157","1","Trains","4.5/12 V","1976","Curved Track",,25,,,,,"http://images.brickset.com/sets/images/157-1.jpg","No","No",0
435,"159","1","Trains","4.5/12 V","1976","Straight Track with Crossing",,25,,,,,"http://images.brickset.com/sets/images/159-1.jpg","No","No",0
