SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
7521,"0011","2","Town","Accessories","1979","Town Minifigures",3,3,,75,,,"http://images.brickset.com/sets/images/0011-2.jpg","No","No",0
7522,"0012","1","Space","","1979","Space minifigures",2,4,,,,,"http://images.brickset.com/sets/images/0012-1.jpg","No","No",0
7523,"0013","1","Space","","1979","Space minifigures",2,4,,,,,"http://images.brickset.com/sets/images/0013-1.jpg","No","No",0
7524,"0014","1","Space","","1979","Space minifigures",2,4,,,,,"http://images.brickset.com/sets/images/0014-1.jpg","No","No",0
7563,"0015","1","Space","","1979","Space Mini-Figures",3,18,,,,,"http://images.brickset.com/sets/images/0015-1.jpg","No","No",0
7525,"0016","1","Castle","","1979","Castle minifigures",3,6,,,,,"http://images.brickset.com/sets/images/0016-1.jpg","No","No",0
1119,"028","1","Duplo","","1979","Nursery Furniture",2,2,,,,,"http://images.brickset.com/sets/images/028-1.jpg","No","No",0
1382,"032","1","Duplo","","1979","Living Room Furniture",3,14,,,,,"http://images.brickset.com/sets/images/032-1.jpg","No","No",0
7143,"033","1","Duplo","","1979","Farm Animals",1,21,,,,,"http://images.brickset.com/sets/images/033-1.jpg","No","No",0
1946,"041","1","Duplo","","1979","Play-Box",,4,,,,,,"No","No",0
2159,"045","1","Duplo","","1979","Farm",5,65,,,,,"http://images.brickset.com/sets/images/045-1.jpg","No","No",0
3789,"071","1","Duplo","","1979","Block Box",,24,,,,,,"No","No",0
194,"121","1","Fabuland","","1979","Roadster",1,22,,,,,"http://images.brickset.com/sets/images/121-1.jpg","No","No",0
229,"128","1","Fabuland","","1979","Taxi Station",1,33,,,,,"http://images.brickset.com/sets/images/128-1.jpg","No","No",0
250,"132","1","Fabuland","","1979","Cottage",2,113,,,,,"http://images.brickset.com/sets/images/132-1.jpg","No","No",0
251,"134","2","Fabuland","","1979","Service Station",2,59,,,,,"http://images.brickset.com/sets/images/134-2.jpg","No","No",0
266,"137","1","Fabuland","","1979","Hospital",3,106,,,,,"http://images.brickset.com/sets/images/137-1.jpg","No","No",0
285,"140","1","Fabuland","","1979","Town Hall",3,134,,,,,"http://images.brickset.com/sets/images/140-1.jpg","No","No",0
964,"261","1","Building Set with People","","1979","Bathroom",1,164,,,,,"http://images.brickset.com/sets/images/261-1.jpg","No","No",0
1030,"268","1","Building Set with People","","1979","Family Room",2,244,,,,,"http://images.brickset.com/sets/images/268-1.jpg","No","No",0
1038,"269","1","Building Set with People","","1979","Kitchen",1,212,,,,,"http://images.brickset.com/sets/images/269-1.jpg","No","No",0
1273,"305","1","Space","Classic","1979","Two Crater Plates",,2,,,,,"http://images.brickset.com/sets/images/305-1.jpg","No","No",0
1284,"306","1","Space","Classic","1979","Two Lunar Landing Plates",,2,,,,,"http://images.brickset.com/sets/images/306-1.jpg","No","No",0
1300,"308","1","Scala","Jewellery","1979","Bracelet",,38,,,,,"http://images.brickset.com/sets/images/308-1.jpg","No","No",0
1309,"309","1","Scala","Jewellery","1979","Bracelet",,38,,,,,"http://images.brickset.com/sets/images/309-1.jpg","No","No",0
