SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
356,"1489","1","Town","Vehicles","1989","Mobile Car Crane",2,174,,12.75,,,"http://images.brickset.com/sets/images/1489-1.jpg","No","No",0
6941,"1513","2","Basic","","1989","Universal Building Set",1,66,,,,,"http://images.brickset.com/sets/images/1513-2.jpg","No","No",0
370,"1515","2","Town","Bonus/Value Pack","1989","Town Value Pack",,105,,,,,"http://images.brickset.com/sets/images/1515-2.jpg","No","No",0
373,"1517","1","Town","Racing","1989","Black Racing Car",1,32,,,,,"http://images.brickset.com/sets/images/1517-1.jpg","No","No",0
375,"1518","1","Town","Racing","1989","Racing Service Crew",2,73,,,,,"http://images.brickset.com/sets/images/1518-1.jpg","No","No",0
9411,"1521","1","Basic","Universal Building Set","1989","Basic Building Set Trial Size",,24,,,,,,"No","No",0
9410,"1522","2","Basic","Universal Building Set","1989","Basic Building Set Trial Size",,44,,,,,,"No","No",0
454,"1616","1","Space","Bonus/Value Pack","1989","Special Two-Set Space Pack",,132,,10,,,"http://images.brickset.com/sets/images/1616-1.jpg","No","No",0
458,"1620","1","Space","Futuron","1989","Astro Dart",1,30,,,,,"http://images.brickset.com/sets/images/1620-1.jpg","No","No",0
459,"1621","1","Space","Futuron","1989","Lunar MPV Vehicle",2,102,,,,,"http://images.brickset.com/sets/images/1621-1.jpg","No","No",0
461,"1625","1","Basic","Seasonal","1989","Snowman",,40,,1.3,,,"http://images.brickset.com/sets/images/1625-1.jpg","No","No",0
462,"1626","1","Basic","Seasonal","1989","Angel",,33,,1.3,,,"http://images.brickset.com/sets/images/1626-1.jpg","No","No",0
463,"1627","1","Basic","Seasonal","1989","Santa",,36,,1.3,,,"http://images.brickset.com/sets/images/1627-1.jpg","No","No",0
464,"1628","1","Basic","Seasonal","1989","Santa with Reindeer and Sleigh",,63,,3,,,"http://images.brickset.com/sets/images/1628-1.jpg","No","No",0
474,"1640","1","Duplo","","1989","Tuttle the Turtle",,6,,,,,"http://images.brickset.com/sets/images/1640-1.jpg","No","No",0
475,"1641","1","Duplo","","1989","Crocodile",,6,,,,,"http://images.brickset.com/sets/images/1641-1.jpg","No","No",0
