SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
7648,"2008","1","Miscellaneous","Employee gift","2008","Heart",,92,,,,,"http://images.brickset.com/sets/images/2008-1.jpg","No","No",0
6491,"2230","1","City","Airport","2008","Airline Promotional Set",2,115,,,,,"http://images.brickset.com/sets/images/2230-1.jpg","No","No",0
6219,"3830","1","SpongeBob SquarePants","","2008","The Bikini Bottom Express",3,210,18.59,19.99,,,"http://images.brickset.com/sets/images/3830-1.jpg","No","No",0
6220,"3831","1","SpongeBob SquarePants","","2008","Rocket Ride",3,279,26.45,29.99,,,"http://images.brickset.com/sets/images/3831-1.jpg","No","No",0
6536,"3832","1","SpongeBob SquarePants","","2008","The Emergency Room",3,236,24.49,29.99,,,"http://images.brickset.com/sets/images/3832-1.jpg","No","No",0
6443,"4210","1","City","Coast Guard","2008","Coast Guard Platform",4,469,43.99,49.99,,,"http://images.brickset.com/sets/images/4210-1.jpg","No","No",0
6295,"4837","1","Creator","","2008","Mini Trains",,73,3.89,4.99,,,"http://images.brickset.com/sets/images/4837-1.jpg","No","No",0
6294,"4838","1","Creator","","2008","Mini Vehicles",,79,3.89,4.99,,,"http://images.brickset.com/sets/images/4838-1.jpg","No","No",0
6589,"4862","1","Duplo","Castle","2008","Ambush",2,15,9.79,16.99,,,"http://images.brickset.com/sets/images/4862-1.jpg","No","No",0
6591,"4863","1","Duplo","Castle","2008","Sentry & Catapult",2,41,19.55,24.99,,,"http://images.brickset.com/sets/images/4863-1.jpg","No","No",0
6590,"4864","1","Duplo","Castle","2008","Castle",3,115,54.99,79.99,,,"http://images.brickset.com/sets/images/4864-1.jpg","No","No",0
6592,"4897","1","City","Police","2008","Police Trike",1,24,,,,,"http://images.brickset.com/sets/images/4897-1.jpg","No","No",0
6593,"4898","1","City","Coast Guard","2008","Coast Guard Boat",1,35,,,,,"http://images.brickset.com/sets/images/4898-1.jpg","No","No",0
6594,"4900","1","City","Fire","2008","Fire Helicopter",1,34,,,,,"http://images.brickset.com/sets/images/4900-1.jpg","No","No",0
6435,"4993","1","Creator","","2008","Cool Convertible",,648,39.99,49.99,59.99,,"http://images.brickset.com/sets/images/4993-1.jpg","No","No",0
6237,"4994","1","Creator","","2008","Fierce Creatures",,193,8.79,12.99,,,"http://images.brickset.com/sets/images/4994-1.jpg","No","No",0
6238,"4995","1","Creator","","2008","Cargo Copter",,272,15.65,19.99,,,"http://images.brickset.com/sets/images/4995-1.jpg","No","No",0
6231,"4996","1","Creator","","2008","Beach House",,522,24.99,34.99,39.99,,"http://images.brickset.com/sets/images/4996-1.jpg","No","No",0
6436,"4997","1","Creator","","2008","Transport Ferry",,1279,51.85,69.99,,,"http://images.brickset.com/sets/images/4997-1.jpg","No","No",0
6437,"4998","1","Creator","","2008","Stegosaurus",,731,36.19,49.99,,,"http://images.brickset.com/sets/images/4998-1.jpg","No","No",0
6678,"4999","1","City","General","2008","Vestas Wind Turbine",3,815,,,,,"http://images.brickset.com/sets/images/4999-1.jpg","No","No",0
6472,"5372","1","Castle","Fantasy Era","2008","Skeleton Chariot",,20,,,,,"http://images.brickset.com/sets/images/5372-1.jpg","No","No",0
6474,"5373","1","Castle","Fantasy Era","2008","Knight & Catapault",,21,,,,,"http://images.brickset.com/sets/images/5373-1.jpg","No","No",0
9837,"5380","2","Duplo","","2008","Large Brick Box - Green Plate Version",1,71,,,,,"http://images.brickset.com/sets/images/5380-2.jpg","No","No",0
6457,"5522","1","Bricks and More","","2008","Golden Anniversary Set",,700,19.99,39.99,,,"http://images.brickset.com/sets/images/5522-1.jpg","No","No",0
6506,"5543","1","Duplo","Thomas the Tank Engine","2008","Percy at the Sheds",,34,17.59,19.99,,,"http://images.brickset.com/sets/images/5543-1.jpg","No","No",0
6507,"5544","1","Duplo","Thomas the Tank Engine","2008","Thomas Starter Set",1,82,39.99,49.99,,,"http://images.brickset.com/sets/images/5544-1.jpg","No","No",0
6601,"5572","1","Duplo","","2008","LEGO DUPLO Build & Play",1,100,29.35,44.99,,,"http://images.brickset.com/sets/images/5572-1.jpg","No","No",0
6602,"5573","1","Bricks and More","","2008","LEGO Build & Play",1,643,29.35,44.99,,,"http://images.brickset.com/sets/images/5573-1.jpg","No","No",0
6321,"5574","1","Bricks and More","","2008","Basic Bricks",,280,6.49,12.99,17.99,,"http://images.brickset.com/sets/images/5574-1.jpg","No","No",0
6355,"5575","1","Duplo","","2008","Basic Bricks - Medium",,45,8.49,14.99,,,"http://images.brickset.com/sets/images/5575-1.jpg","No","No",0
