SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
5043,"611","2","Town","Special","1988","Air Canada Jet Plane",,92,,,,,"http://images.brickset.com/sets/images/611-2.jpg","No","No",0
7856,"1067","1","Dacta","","1988","Community Vehicles",14,203,,,,,"http://images.brickset.com/sets/images/1067-1.jpg","No","No",0
357,"1490","1","Town","Shops and Services","1988","Town Bank",3,187,,,,,"http://images.brickset.com/sets/images/1490-1.jpg","No","No",0
9409,"1495","1","Basic","Universal Building Set","1988","Basic Building Set Trial Size",,26,,,,,,"No","No",0
9408,"1514","1","Basic","Universal Building Set","1988","Basic Building Set Trial Size",,46,,,,,"http://images.brickset.com/sets/images/1514-1.jpg","No","No",0
5383,"1530","2","Space","Bonus/Value Pack","1988","Space Value Pack",,91,,,,,"http://images.brickset.com/sets/images/1530-2.jpg","No","No",0
400,"1544","1","Duplo","","1988","Duplo Building Set",2,55,,,,,"http://images.brickset.com/sets/images/1544-1.jpg","No","No",0
6158,"1577","1","Basic","","1988","Basic Set 3+",1,216,,,,,"http://images.brickset.com/sets/images/1577-1.jpg","No","No",0
433,"1584","1","Castle","Lion Knights","1988","Knight's Challenge",8,132,,,,,"http://images.brickset.com/sets/images/1584-1.jpg","No","No",0
452,"1612","1","Town","Racing","1988","Victory Racer",1,25,,,,,"http://images.brickset.com/sets/images/1612-1.jpg","No","No",0
455,"1617","1","Basic","","1988","Small Bucket",1,149,,,,,"http://images.brickset.com/sets/images/1617-1.jpg","No","No",0
667,"1929","1","Basic","","1988","Toy Soldier",,13,,,,,"http://images.brickset.com/sets/images/1929-1.jpg","No","No",0
6376,"2395","1","Duplo","","1988","{duplo box}",,,,,,,,"No","No",0
547,"2612","1","Duplo","","1988","Motorbike & Rider",1,1,,,,,"http://images.brickset.com/sets/images/2612-1.jpg","No","No",0
5022,"2614","1","Duplo","","1988","Mother and Baby",2,1,,4.75,,,,"No","No",0
23103,"2626","1","Duplo","","1988","Car and Boat Vacation Trailer",1,4,,,,,"http://images.brickset.com/sets/images/2626-1.jpg","No","No",0
23268,"2641","2","Duplo","","1988","Jumbo Plane",1,10,,,,,,"No","No",0
5002,"2652","1","Duplo","","1988","Circus Caravan",4,16,,35.25,,,"http://images.brickset.com/sets/images/2652-1.jpg","No","No",0
5007,"2701","1","Duplo","Trains","1988","Train and Station Set",2,42,,44,,,,"No","No",0
5008,"2706","1","Duplo","Trains","1988","Barnyard Express",1,10,,,,,,"No","No",0
5009,"2720","1","Duplo","Trains","1988","Goods Station",1,32,,,,,,"No","No",0
1690,"3622","1","Fabuland","","1988","Rowboat with Lionel Lion and Hannah Hippopotamus",2,12,,,,,"http://images.brickset.com/sets/images/3622-1.jpg","No","No",0
1691,"3623","1","Fabuland","","1988","Beauty Salon",2,24,,,,,"http://images.brickset.com/sets/images/3623-1.jpg","No","No",0
1710,"3646","1","Fabuland","","1988","Catherine Cat in her Kitchen",2,53,,,,,"http://images.brickset.com/sets/images/3646-1.jpg","No","No",0
1740,"3680","1","Fabuland","","1988","Caravan and Rowboat",3,27,,,,,"http://images.brickset.com/sets/images/3680-1.jpg","No","No",0
1743,"3683","1","Fabuland","","1988","Amusement Park",4,93,,,,,"http://images.brickset.com/sets/images/3683-1.jpg","No","No",0
1767,"3721","1","Fabuland","","1988","Clive Crocodile on his Skateboard",1,10,,,,,"http://images.brickset.com/sets/images/3721-1.jpg","No","No",0
1825,"3798","1","Fabuland","","1988","Hannah Hippopotamus on a Picnic",1,24,,,,,"http://images.brickset.com/sets/images/3798-1.jpg","No","No",0
2595,"5200","1","Service Packs","Trains","1988","Signal Masts and Base Supports",,8,,,,,"http://images.brickset.com/sets/images/5200-1.jpg","No","No",0
2984,"6016","1","Castle","Lion Knights","1988","Knights' Arsenal",1,37,,4.25,,,"http://images.brickset.com/sets/images/6016-1.jpg","No","No",0
3003,"6035","1","Castle","Black Falcons","1988","Castle Guard",2,52,,5.75,,,"http://images.brickset.com/sets/images/6035-1.jpg","No","No",0
3007,"6039","1","Castle","Lion Knights","1988","Twin-Arm Launcher",2,77,,8.5,,,"http://images.brickset.com/sets/images/6039-1.jpg","No","No",0
3020,"6054","1","Castle","Forestmen","1988","Forestmen's Hideout",2,201,,17.5,,,"http://images.brickset.com/sets/images/6054-1.jpg","No","No",0
